Clutter Class,Path Loss (DL) (dB),Best Server,Transmitter_X,Transmitter_Y,User_X,User_Y,Max_Power,Transmitter_Height,Transmitter_Azimuth,Transmitter_Mechanical_Downtilt,Antenna_Gain,Antenna_Horizontal_Half-power_Beamwidth,Antenna_Vertical_Half-power_Beamwidth,Frequency,Horizontal_Attenuation,Vertical_Attenuation,User_Azimuth,User_Downtilt,User_Height,RSRP,Distance_euclid
11 - open_in_urban,100.52,Site1_2,595522.53,5634212.34,595636,5634167,43,15,146,3,8,65,6,3300,0.03,0.03,291.7,-7.3,1.5,-67.45,122.1931115
7 - dense_urban,109.64,Site4_1,596192.35,5634069.44,596159,5634188,41,18,0,2,8,65,6,3300,0.01,0.01,164.5,2.1,1.5,-75.23,123.1612605
7 - dense_urban,83.56,Site2_3,595886.47,5634321.74,595853,5634327,44,20,240,5,8,65,6,3300,0.07,0.07,98.6,-29,1.5,-61.5,33.8807984
7 - dense_urban,115.54,Site7_1,596216.91,5633488.93,596194,5633610,44,15,0,6,8,65,6,3300,0.1,0.1,169.2,-0.7,1.5,-81.33,123.2185579
1 - open,115.55,Site2_2,595886.47,5634321.74,595978,5634357,43,18,120,2,8,65,6,3300,0.01,0.01,249.2,-19.8,1.5,-87.95,98.08673967
1 - open,117.09,Site7_3,596216.91,5633488.93,596210,5633409,47,23,240,3,8,65,6,3300,0.03,0.03,5,-8.8,1.5,-82.85,80.22813098
19 - high_buildings,113.24,Site3_1,595774.83,5633884.13,595776,5633945,45,15,0,2,8,65,6,3300,0.01,0.01,180.9,-10.7,1.5,-81.19,60.88124342
1 - open,102.17,Site5_1,596165.56,5633716.67,596115,5633748,49,30,0,7,8,65,6,3300,0.14,0.14,121.3,-24.7,1.5,-80.02,59.48010171
19 - high_buildings,97.66,Site3_2,595774.83,5633884.13,595773,5633885,49,30,120,5,8,65,6,3300,0.07,0.07,116.6,-85.5,1.5,-66.43,2.026277375
15 - dense_residential,106.48,Site4_1,596192.35,5634069.44,596182,5634131,41,18,0,2,8,65,6,3300,0.01,0.01,170.8,-10.4,1.5,-72.7,62.42400259
19 - high_buildings,118.83,Site5_2,596165.56,5633716.67,596153,5633662,49,28,120,8,8,65,6,3300,0.18,0.18,13.3,1.5,1.5,-85.39,56.09422876
7 - dense_urban,115.68,Site1_3,595522.53,5634212.34,595419,5634179,48,13,240,1,8,65,6,3300,0,0,72.4,1.3,1.5,-81.52,108.7658793
7 - dense_urban,114.85,Site8_2,595922.19,5634056.05,596079,5633865,49,21,120,1,8,65,6,3300,0,0,320.6,-3.1,1.5,-79.9,247.1628585
11 - open_in_urban,119.54,Site2_1,595886.47,5634321.74,595949,5634437,43,14,0,4,8,65,6,3300,0.05,0.05,208.7,-13.5,1.5,-86.86,131.1292054
1 - open,116.72,Site6_3,595864.14,5633631.83,595784,5633672,43,20,240,4,8,65,6,3300,0.05,0.05,116.6,-9.8,1.5,-82.61,89.64400984
7 - dense_urban,120.84,Site8_1,595922.19,5634056.05,595827,5634417,46,22,0,2,8,65,6,3300,0.01,0.01,165.3,-1.9,1.5,-85.92,373.2908231
19 - high_buildings,117.83,Site5_1,596165.56,5633716.67,596057,5633796,49,30,0,7,8,65,6,3300,0.14,0.14,125.9,-0.2,1.5,-83.06,134.4563963
1 - open,125.32,Site5_2,596165.56,5633716.67,596199,5633681,49,28,120,8,8,65,6,3300,0.18,0.18,317.5,-28.5,1.5,-95.54,48.89358342
11 - open_in_urban,120.2,Site6_3,595864.14,5633631.83,595869,5633555,43,20,240,4,8,65,6,3300,0.05,0.05,356.3,-13.5,1.5,-87.58,76.98355993
7 - dense_urban,116.02,Site7_2,596216.91,5633488.93,596242,5633364,45,30,120,7,8,65,6,3300,0.14,0.14,348.7,-2,1.5,-89.64,127.4245385
19 - high_buildings,108.42,Site2_3,595886.47,5634321.74,595887,5633867,44,20,240,5,8,65,6,3300,0.07,0.07,359.9,0.1,1.5,-74.17,454.7403089
19 - high_buildings,107.3,Site6_3,595864.14,5633631.83,595829,5633663,43,20,240,4,8,65,6,3300,0.05,0.05,131.5,12.7,1.5,-76.17,46.97220987
7 - dense_urban,103.28,Site2_1,595886.47,5634321.74,595861,5634375,43,14,0,4,8,65,6,3300,0.05,0.05,154.7,-15.7,1.5,-71,59.03684019
1 - open,99.54,Site7_1,596216.91,5633488.93,596263,5633532,44,15,0,6,8,65,6,3300,0.1,0.1,226.9,-12.1,1.5,-65.71,63.08179611
7 - dense_urban,92.46,Site7_3,596216.91,5633488.93,596210,5633457,47,23,240,3,8,65,6,3300,0.03,0.03,12.3,-9.5,1.5,-58.46,32.66914446
1 - open,125.72,Site5_1,596165.56,5633716.67,596109,5633788,49,30,0,7,8,65,6,3300,0.14,0.14,141.2,-17.4,1.5,-94.08,91.03297479
7 - dense_urban,112.2,Site4_3,596192.35,5634069.44,596145,5634013,43,10,240,4,8,65,6,3300,0.05,0.05,40,12.7,1.5,-82.35,73.671542
19 - high_buildings,113.61,Site5_3,596165.56,5633716.67,596083,5633692,47,13,240,8,8,65,6,3300,0.18,0.18,73.2,11.4,1.5,-82.69,86.16706157
19 - high_buildings,113.83,Site8_3,595922.19,5634056.05,595738,5633944,43,16,240,0,8,65,6,3300,0,0,58.7,1.7,1.5,-81.39,215.5948947
19 - high_buildings,97.12,Site6_2,595864.14,5633631.83,595857,5633606,48,18,120,2,8,65,6,3300,0.01,0.01,15.1,-7.4,1.5,-68.12,26.79866601
1 - open,110.73,Site7_1,596216.91,5633488.93,596240,5633524,44,15,0,6,8,65,6,3300,0.1,0.1,213.3,-17.9,1.5,-79.95,41.98872468
19 - high_buildings,127.66,Site6_3,595864.14,5633631.83,595773,5633594,43,20,240,4,8,65,6,3300,0.05,0.05,67.3,8.9,1.5,-96.28,98.67932154
19 - high_buildings,115.94,Site4_1,596192.35,5634069.44,596041,5634187,41,18,0,2,8,65,6,3300,0.01,0.01,128,3.7,1.5,-81.69,191.6433565
7 - dense_urban,121.52,Site2_3,595886.47,5634321.74,595655,5634100,44,20,240,5,8,65,6,3300,0.07,0.07,46.1,-3.1,1.5,-87.14,320.541711
7 - dense_urban,93.46,Site4_3,596192.35,5634069.44,596186,5634062,43,10,240,4,8,65,6,3300,0.05,0.05,40.6,39.1,1.5,-67.1,9.781416053
1 - open,98.88,Site4_3,596192.35,5634069.44,596116,5634042,43,10,240,4,8,65,6,3300,0.05,0.05,70.4,-6,1.5,-64.4,81.13122765
11 - open_in_urban,133,Site6_2,595864.14,5633631.83,595971,5633666,48,18,120,2,8,65,6,3300,0.01,0.01,252.4,-8.4,1.5,-105.89,112.1902335
1 - open,80.89,Site2_2,595886.47,5634321.74,595899,5634310,43,18,120,2,8,65,6,3300,0.01,0.01,312.7,-59.9,1.5,-52.52,17.17057075
15 - dense_residential,110.39,Site7_3,596216.91,5633488.93,596117,5633477,47,23,240,3,8,65,6,3300,0.03,0.03,83.2,-9.3,1.5,-76.21,100.6197446
11 - open_in_urban,112.79,Site2_2,595886.47,5634321.74,596087,5634226,43,18,120,2,8,65,6,3300,0.01,0.01,295.5,-9.1,1.5,-80.09,222.212575
19 - high_buildings,104.28,Site3_1,595774.83,5633884.13,595773,5633863,45,15,0,2,8,65,6,3300,0.01,0.01,5.4,-32.6,1.5,-77.01,21.2090971
19 - high_buildings,111.94,Site5_1,596165.56,5633716.67,596167,5633667,49,30,0,7,8,65,6,3300,0.14,0.14,358.9,-5.1,1.5,-81.98,49.69086938
15 - dense_residential,115.84,Site6_3,595864.14,5633631.83,595848,5633558,43,20,240,4,8,65,6,3300,0.05,0.05,12.2,-1.9,1.5,-80.97,75.57359658
1 - open,106.05,Site4_2,596192.35,5634069.44,596195,5634054,44,14,120,6,8,65,6,3300,0.1,0.1,348.7,16.4,1.5,-81.82,15.66576203
19 - high_buildings,125.77,Site4_1,596192.35,5634069.44,596045,5634343,41,18,0,2,8,65,6,3300,0.01,0.01,151.8,21.8,1.5,-99.8,310.7202859
11 - open_in_urban,111.11,Site8_2,595922.19,5634056.05,596111,5633919,49,21,120,1,8,65,6,3300,0,0,305.9,-6.7,1.5,-77.51,233.3064907
7 - dense_urban,125.57,Site5_1,596165.56,5633716.67,596059,5633833,49,30,0,7,8,65,6,3300,0.14,0.14,137.3,-10.2,1.5,-91.49,157.7583674
1 - open,110.35,Site7_2,596216.91,5633488.93,596306,5633547,45,30,120,7,8,65,6,3300,0.14,0.14,236.9,-8.3,1.5,-81.57,106.3445015
19 - high_buildings,123.1,Site8_3,595922.19,5634056.05,595717,5633895,43,16,240,0,8,65,6,3300,0,0,51.9,2.3,1.5,-88.97,260.8448554
7 - dense_urban,110.77,Site4_3,596192.35,5634069.44,596146,5634016,43,10,240,4,8,65,6,3300,0.05,0.05,41,7.7,1.5,-77.9,70.74006008
11 - open_in_urban,119.6,Site8_1,595922.19,5634056.05,595954,5634359,46,22,0,2,8,65,6,3300,0.01,0.01,186,-5.3,1.5,-85.95,304.6154602
12 - parks_in_urban,106.04,Site8_1,595922.19,5634056.05,595848,5634094,46,22,0,2,8,65,6,3300,0.01,0.01,117.2,-5.2,1.5,-71.48,83.33281827
7 - dense_urban,116.84,Site2_3,595886.47,5634321.74,595683,5634227,44,20,240,5,8,65,6,3300,0.07,0.07,64.9,-3.2,1.5,-83.79,224.4453352
19 - high_buildings,116.24,Site3_1,595774.83,5633884.13,595718,5633925,45,15,0,2,8,65,6,3300,0.01,0.01,125.7,-14,1.5,-82.42,70.00004143
7 - dense_urban,110.92,Site4_1,596192.35,5634069.44,596213,5634230,41,18,0,2,8,65,6,3300,0.01,0.01,187.4,-4.1,1.5,-76.84,161.8824762
19 - high_buildings,120.67,Site8_2,595922.19,5634056.05,596007,5633911,49,21,120,1,8,65,6,3300,0,0,329.6,0.2,1.5,-86.65,168.0245179
7 - dense_urban,118.85,Site2_1,595886.47,5634321.74,595864,5634419,43,14,0,4,8,65,6,3300,0.05,0.05,167.2,-9.4,1.5,-84.52,99.82188387
19 - high_buildings,123.94,Site2_2,595886.47,5634321.74,596001,5634202,43,18,120,2,8,65,6,3300,0.01,0.01,316.2,-0.5,1.5,-89,165.6948656
1 - open,111.42,Site1_1,595522.53,5634212.34,595479,5634374,47,20,0,2,8,65,6,3300,0.01,0.01,164.8,-7,1.5,-76.49,167.4180889
11 - open_in_urban,123.65,Site1_2,595522.53,5634212.34,595752,5634097,43,15,146,3,8,65,6,3300,0.03,0.03,296.7,-3.5,1.5,-89.59,256.8263937
1 - open,93.74,Site5_2,596165.56,5633716.67,596177,5633713,49,28,120,8,8,65,6,3300,0.18,0.18,290,2.4,1.5,-62.81,12.01426236
1 - open,119.75,Site8_3,595922.19,5634056.05,595712,5633864,43,16,240,0,8,65,6,3300,0,0,47.6,-4.5,1.5,-85.29,284.7157154
12 - parks_in_urban,101.78,Site4_2,596192.35,5634069.44,596185,5634004,44,14,120,6,8,65,6,3300,0.1,0.1,6.1,1.3,1.5,-67.3,65.85146999
7 - dense_urban,123,Site8_2,595922.19,5634056.05,596149,5633893,49,21,120,1,8,65,6,3300,0,0,305.7,-0.9,1.5,-89.26,279.3350651
11 - open_in_urban,119.8,Site7_2,596216.91,5633488.93,596256,5633407,45,30,120,7,8,65,6,3300,0.14,0.14,334.6,-17.4,1.5,-87.98,90.7774917
7 - dense_urban,112.94,Site3_1,595774.83,5633884.13,595730,5633933,45,15,0,2,8,65,6,3300,0.01,0.01,137.4,-16.3,1.5,-80.25,66.31746226
1 - open,116.99,Site2_1,595886.47,5634321.74,595817,5634412,43,14,0,4,8,65,6,3300,0.05,0.05,142.5,-15.5,1.5,-85.68,113.8988521
0 - ?,110.38,Site7_2,596216.91,5633488.93,596349,5633455,45,30,120,7,8,65,6,3300,0.14,0.14,284.4,-11.8,1.5,-75.57,136.3781984
19 - high_buildings,101.07,Site3_1,595774.83,5633884.13,595779,5633901,45,15,0,2,8,65,6,3300,0.01,0.01,193.2,-49.6,1.5,-73.94,17.37773863
7 - dense_urban,82.71,Site4_1,596192.35,5634069.44,596185,5634090,41,18,0,2,8,65,6,3300,0.01,0.01,161.6,-36.7,1.5,-53.39,21.83428726
19 - high_buildings,107.7,Site3_1,595774.83,5633884.13,595719,5633927,45,15,0,2,8,65,6,3300,0.01,0.01,127.5,-13.9,1.5,-73.85,70.39052351
11 - open_in_urban,113.98,Site6_1,595864.14,5633631.83,595922,5633719,43,14,0,9,8,65,6,3300,0.23,0.23,213.7,-6.8,1.5,-80.7,104.6249898
1 - open,105.18,Site2_3,595886.47,5634321.74,595821,5634197,44,20,240,5,8,65,6,3300,0.07,0.07,27.5,-14.9,1.5,-72.23,140.8772107
7 - dense_urban,62.46,Site2_3,595886.47,5634321.74,595860,5634315,44,20,240,5,8,65,6,3300,0.07,0.07,74.9,-34.5,1.5,-36.36,27.31462063
19 - high_buildings,128.18,Site3_3,595774.83,5633884.13,595754,5633766,49,17,240,3,8,65,6,3300,0.03,0.03,10.1,-3.6,1.5,-93.28,119.9524314
1 - open,126.48,Site1_2,595522.53,5634212.34,595803,5633755,43,15,146,3,8,65,6,3300,0.03,0.03,328.5,-1.7,1.5,-93.76,536.4916556
19 - high_buildings,115.58,Site3_1,595774.83,5633884.13,595722,5633929,45,15,0,2,8,65,6,3300,0.01,0.01,130.3,-14.1,1.5,-81.82,69.31324404
1 - open,109.52,Site1_1,595522.53,5634212.34,595598,5634312,47,20,0,2,8,65,6,3300,0.01,0.01,216.9,-7.5,1.5,-75.86,125.0113455
1 - open,115.59,Site7_1,596216.91,5633488.93,596181,5633682,44,15,0,6,8,65,6,3300,0.1,0.1,169.4,-3.9,1.5,-81.09,196.3811422
1 - open,121.06,Site4_1,596192.35,5634069.44,596245,5634247,41,18,0,2,8,65,6,3300,0.01,0.01,196.6,-5.1,1.5,-86.1,185.2014473
7 - dense_urban,134.94,Site7_3,596216.91,5633488.93,596177,5633351,47,23,240,3,8,65,6,3300,0.03,0.03,16.2,-2.2,1.5,-100.32,143.5879278
19 - high_buildings,118.28,Site3_3,595774.83,5633884.13,595708,5633882,49,17,240,3,8,65,6,3300,0.03,0.03,88.3,-13,1.5,-85.69,66.86393497
1 - open,76.33,Site4_1,596192.35,5634069.44,596183,5634085,41,18,0,2,8,65,6,3300,0.01,0.01,150.6,-41.9,1.5,-48.32,18.15312921
19 - high_buildings,113.4,Site5_2,596165.56,5633716.67,596157,5633666,49,28,120,8,8,65,6,3300,0.18,0.18,10,1.7,1.5,-79.97,51.38796065
1 - open,119.34,Site2_2,595886.47,5634321.74,596088,5634285,43,18,120,2,8,65,6,3300,0.01,0.01,280.4,-9.8,1.5,-85.31,204.8515768
1 - open,95.35,Site7_2,596216.91,5633488.93,596248,5633468,45,30,120,7,8,65,6,3300,0.14,0.14,304.1,-37.3,1.5,-67.42,37.47870062
1 - open,124.43,Site1_2,595522.53,5634212.34,595601,5634015,43,15,146,3,8,65,6,3300,0.03,0.03,338.4,-4.2,1.5,-89.69,212.3690573
15 - dense_residential,123.41,Site7_1,596216.91,5633488.93,596138,5633539,44,15,0,6,8,65,6,3300,0.1,0.1,122.3,-5.8,1.5,-88.54,93.45476446
19 - high_buildings,107.42,Site5_2,596165.56,5633716.67,596155,5633665,49,28,120,8,8,65,6,3300,0.18,0.18,11.9,1.6,1.5,-73.99,52.73805552
22 - grass,107.48,Site6_2,595864.14,5633631.83,595894,5633592,48,18,120,2,8,65,6,3300,0.01,0.01,323.1,-18.3,1.5,-76.23,49.780001
1 - open,103.73,Site7_2,596216.91,5633488.93,596239,5633453,45,30,120,7,8,65,6,3300,0.14,0.14,328.6,-34,1.5,-74.94,42.17739916
1 - open,130.64,Site8_2,595922.19,5634056.05,596234,5633991,49,21,120,1,8,65,6,3300,0,0,281.8,-4.9,1.5,-95.69,318.523121
19 - high_buildings,118.41,Site5_1,596165.56,5633716.67,596173,5633672,49,30,0,7,8,65,6,3300,0.14,0.14,351.2,-3.1,1.5,-85.67,45.28534531
1 - open,119.85,Site7_3,596216.91,5633488.93,596116,5633548,47,23,240,3,8,65,6,3300,0.03,0.03,120.3,-10.4,1.5,-86.16,116.9277255
11 - open_in_urban,96.24,Site6_2,595864.14,5633631.83,595877,5633554,48,18,120,2,8,65,6,3300,0.01,0.01,350.5,-11.8,1.5,-71.6,78.88528697
7 - dense_urban,120.78,Site1_2,595522.53,5634212.34,595642,5634085,43,15,146,3,8,65,6,3300,0.03,0.03,316.9,0.5,1.5,-86.84,174.6097262
19 - high_buildings,105.94,Site3_3,595774.83,5633884.13,595744,5633853,49,17,240,3,8,65,6,3300,0.03,0.03,45,-12.2,1.5,-72.36,43.81284971
1 - open,127.23,Site6_3,595864.14,5633631.83,595781,5633578,43,20,240,4,8,65,6,3300,0.05,0.05,57,-10.6,1.5,-94.82,99.04508317
22 - grass,111.12,Site6_2,595864.14,5633631.83,595946,5633650,48,18,120,2,8,65,6,3300,0.01,0.01,257.6,-1.7,1.5,-80.73,83.8523017
11 - open_in_urban,117.24,Site4_3,596192.35,5634069.44,596077,5634079,43,10,240,4,8,65,6,3300,0.05,0.05,95,-4.2,1.5,-83.9,115.7454798
19 - high_buildings,112.97,Site3_2,595774.83,5633884.13,595853,5633735,49,30,120,5,8,65,6,3300,0.07,0.07,332.4,-9.9,1.5,-79.42,168.3754905
1 - open,114.45,Site7_2,596216.91,5633488.93,596300,5633511,45,30,120,7,8,65,6,3300,0.14,0.14,255.2,-18.4,1.5,-86.62,85.97111724
11 - open_in_urban,119.39,Site2_2,595886.47,5634321.74,595941,5634364,43,18,120,2,8,65,6,3300,0.01,0.01,232.6,-27.2,1.5,-92.41,68.98861138
1 - open,111.99,Site8_3,595922.19,5634056.05,595802,5633824,43,16,240,0,8,65,6,3300,0,0,27.3,-4.9,1.5,-78.9,261.3289854
1 - open,117.47,Site6_1,595864.14,5633631.83,595848,5633735,43,14,0,9,8,65,6,3300,0.23,0.23,171.2,-6.8,1.5,-83.15,104.4248462
0 - ?,132.23,Site6_3,595864.14,5633631.83,595761,5633550,43,20,240,4,8,65,6,3300,0.05,0.05,51.5,-8,1.5,-98.2,131.6586818
1 - open,110.45,Site5_3,596165.56,5633716.67,596113,5633725,47,13,240,8,8,65,6,3300,0.18,0.18,98.6,-12.1,1.5,-78.56,53.21599853
1 - open,122.54,Site5_1,596165.56,5633716.67,596103,5633834,49,30,0,7,8,65,6,3300,0.14,0.14,151.7,-12.1,1.5,-88.76,132.9664713
11 - open_in_urban,115.32,Site7_1,596216.91,5633488.93,596322,5633512,44,15,0,6,8,65,6,3300,0.1,0.1,257.6,-1.9,1.5,-81.11,107.5924393
1 - open,116.45,Site1_2,595522.53,5634212.34,595548,5634050,43,15,146,3,8,65,6,3300,0.03,0.03,351.2,-5.4,1.5,-81.82,164.3258851
19 - high_buildings,122.5,Site6_3,595864.14,5633631.83,595810,5633631,43,20,240,4,8,65,6,3300,0.05,0.05,88.9,21.7,1.5,-97.31,54.14636184
11 - open_in_urban,120.35,Site1_2,595522.53,5634212.34,595662,5634192,43,15,146,3,8,65,6,3300,0.03,0.03,278.2,-6.3,1.5,-85.55,140.9453671
1 - open,109.47,Site5_2,596165.56,5633716.67,596189,5633694,49,28,120,8,8,65,6,3300,0.18,0.18,315,-39.2,1.5,-81.88,32.60923949
19 - high_buildings,94.42,Site3_2,595774.83,5633884.13,595801,5633874,49,30,120,5,8,65,6,3300,0.07,0.07,291,-60.1,1.5,-85.95,28.06217739
7 - dense_urban,100.68,Site8_3,595922.19,5634056.05,595755,5634087,43,16,240,0,8,65,6,3300,0,0,100.5,-2.9,1.5,-66.5,170.0305814
1 - open,114.85,Site1_2,595522.53,5634212.34,595667,5634078,43,15,146,3,8,65,6,3300,0.03,0.03,312.9,-4.5,1.5,-80.05,197.2785252
7 - dense_urban,125.31,Site5_1,596165.56,5633716.67,596021,5633853,49,30,0,7,8,65,6,3300,0.14,0.14,133.2,-2.2,1.5,-90.58,198.7044602
11 - open_in_urban,123.35,Site8_2,595922.19,5634056.05,596051,5633815,49,21,120,1,8,65,6,3300,0,0,331.8,-5.7,1.5,-89.84,273.3077361
19 - high_buildings,100.78,Site1_2,595522.53,5634212.34,595590,5634205,43,15,146,3,8,65,6,3300,0.03,0.03,276,10.5,1.5,-69.46,67.8680816
1 - open,111.75,Site5_1,596165.56,5633716.67,596179,5633680,49,30,0,7,8,65,6,3300,0.14,0.14,340.6,-36,1.5,-85.21,39.05537735
19 - high_buildings,94.9,Site8_1,595922.19,5634056.05,595906,5634378,46,22,0,2,8,65,6,3300,0.01,0.01,177.2,6.1,1.5,-62.88,322.3568188
22 - grass,106.94,Site6_2,595864.14,5633631.83,595917,5633666,48,18,120,2,8,65,6,3300,0.01,0.01,237.3,-14.7,1.5,-80.22,62.94258098
7 - dense_urban,119.08,Site2_3,595886.47,5634321.74,595704,5634231,44,20,240,5,8,65,6,3300,0.07,0.07,63.4,-10.4,1.5,-85.96,203.7867721
1 - open,111.89,Site2_3,595886.47,5634321.74,595668,5634162,44,20,240,5,8,65,6,3300,0.07,0.07,53.7,-6.4,1.5,-78.13,270.639998
15 - dense_residential,117.26,Site8_3,595922.19,5634056.05,595714,5633871,43,16,240,0,8,65,6,3300,0,0,48.3,-3,1.5,-82.71,278.5436745
19 - high_buildings,113.12,Site6_3,595864.14,5633631.83,595787,5633608,43,20,240,4,8,65,6,3300,0.05,0.05,72.7,5.3,1.5,-79.63,80.73690916
7 - dense_urban,108.34,Site8_2,595922.19,5634056.05,596107,5633838,49,21,120,1,8,65,6,3300,0,0,319.7,-5.5,1.5,-73.46,285.8330607
19 - high_buildings,86.3,Site3_1,595774.83,5633884.13,595784,5633900,45,15,0,2,8,65,6,3300,0.01,0.01,209.4,-34.3,1.5,-58.9,18.32882429
8 - block_of_buildings,116.93,Site2_3,595886.47,5634321.74,595917,5633970,44,20,240,5,8,65,6,3300,0.07,0.07,355,-1.1,1.5,-82.57,353.0624711
1 - open,105.4,Site2_3,595886.47,5634321.74,595675,5634287,44,20,240,5,8,65,6,3300,0.07,0.07,80.6,-9.9,1.5,-70.46,214.3045228
12 - parks_in_urban,125.92,Site5_3,596165.56,5633716.67,596110,5633567,47,13,240,8,8,65,6,3300,0.18,0.18,20.5,2.7,1.5,-94.93,159.6496868
1 - open,101.53,Site1_3,595522.53,5634212.34,595470,5634199,48,13,240,1,8,65,6,3300,0,0,76.2,-13.9,1.5,-67.76,54.19738462
7 - dense_urban,110.63,Site8_3,595922.19,5634056.05,595701,5633886,43,16,240,0,8,65,6,3300,0,0,52.4,-0.3,1.5,-76.52,279.0018254
1 - open,115.38,Site1_3,595522.53,5634212.34,595387,5634243,48,13,240,1,8,65,6,3300,0,0,102.8,-5.5,1.5,-80.85,138.9547282
7 - dense_urban,116.72,Site5_1,596165.56,5633716.67,596129,5633825,49,30,0,7,8,65,6,3300,0.14,0.14,161.1,-1.8,1.5,-82.08,114.3329458
1 - open,115.02,Site7_2,596216.91,5633488.93,596243,5633401,45,30,120,7,8,65,6,3300,0.14,0.14,343.5,-17.3,1.5,-86.18,91.71898931
19 - high_buildings,121.99,Site1_1,595522.53,5634212.34,595637,5634392,47,20,0,2,8,65,6,3300,0.01,0.01,212.3,3.1,1.5,-89.68,213.0283936
7 - dense_urban,75.3,Site2_3,595886.47,5634321.74,595842,5634317,44,20,240,5,8,65,6,3300,0.07,0.07,83.5,-29.9,1.5,-53.93,44.72190179
19 - high_buildings,113.44,Site5_1,596165.56,5633716.67,596186,5633670,49,30,0,7,8,65,6,3300,0.14,0.14,336.9,-2.8,1.5,-79.97,50.94980373
7 - dense_urban,121.78,Site5_2,596165.56,5633716.67,596165,5633652,49,28,120,8,8,65,6,3300,0.18,0.18,0.9,-9.2,1.5,-86.89,64.67242457
7 - dense_urban,119.46,Site4_1,596192.35,5634069.44,596139,5634258,41,18,0,2,8,65,6,3300,0.01,0.01,164.3,0.4,1.5,-84.78,195.9619762
19 - high_buildings,101.37,Site8_1,595922.19,5634056.05,595893,5634350,46,22,0,2,8,65,6,3300,0.01,0.01,174.4,7,1.5,-68.87,295.395766
7 - dense_urban,130.13,Site5_3,596165.56,5633716.67,596049,5633680,47,13,240,8,8,65,6,3300,0.18,0.18,72.5,5.8,1.5,-96.73,122.192154
11 - open_in_urban,110.34,Site1_3,595522.53,5634212.34,595384,5634231,48,13,240,1,8,65,6,3300,0,0,97.8,-5.5,1.5,-76.45,139.7811021
7 - dense_urban,121.07,Site3_1,595774.83,5633884.13,595732,5633926,45,15,0,2,8,65,6,3300,0.01,0.01,134.3,-23,1.5,-92.19,59.89579117
7 - dense_urban,115.02,Site7_3,596216.91,5633488.93,596117,5633520,47,23,240,3,8,65,6,3300,0.03,0.03,107.2,-4.6,1.5,-80.28,104.6295991
11 - open_in_urban,130.18,Site6_2,595864.14,5633631.83,595923,5633693,48,18,120,2,8,65,6,3300,0.01,0.01,224,-11,1.5,-101.94,84.8897432
7 - dense_urban,121.67,Site7_1,596216.91,5633488.93,596165,5633667,44,15,0,6,8,65,6,3300,0.1,0.1,163.7,-0.5,1.5,-87.11,185.4820018
7 - dense_urban,116.21,Site5_1,596165.56,5633716.67,596103,5633802,49,30,0,7,8,65,6,3300,0.14,0.14,143.5,-3.5,1.5,-82.6,105.8062498
7 - dense_urban,82.52,Site2_3,595886.47,5634321.74,595843,5634326,44,20,240,5,8,65,6,3300,0.07,0.07,95.3,-23.2,1.5,-53.1,43.67823829
1 - open,97.41,Site8_3,595922.19,5634056.05,595799,5633945,43,16,240,0,8,65,6,3300,0,0,47.9,-7.7,1.5,-63.59,165.8549927
1 - open,96.12,Site8_1,595922.19,5634056.05,595917,5634150,46,22,0,2,8,65,6,3300,0.01,0.01,177,-16.8,1.5,-66.87,94.09324418
1 - open,106.94,Site5_3,596165.56,5633716.67,596128,5633593,47,13,240,8,8,65,6,3300,0.18,0.18,17,3.3,1.5,-77.5,129.247911
11 - open_in_urban,104.82,Site6_1,595864.14,5633631.83,595835,5633732,43,14,0,9,8,65,6,3300,0.23,0.23,163.8,-6.8,1.5,-69.85,104.3224257
11 - open_in_urban,104.44,Site6_3,595864.14,5633631.83,595750,5633579,43,20,240,4,8,65,6,3300,0.05,0.05,65.1,-8.4,1.5,-71.14,125.7734014
11 - open_in_urban,124.54,Site3_2,595774.83,5633884.13,595934,5633730,49,30,120,5,8,65,6,3300,0.07,0.07,314.1,-15.5,1.5,-90.32,221.5652179
1 - open,111.01,Site5_1,596165.56,5633716.67,596176,5633684,49,30,0,7,8,65,6,3300,0.14,0.14,343.1,-39.6,1.5,-88.49,34.29755822
7 - dense_urban,110.01,Site6_1,595864.14,5633631.83,595870,5633658,43,14,0,9,8,65,6,3300,0.23,0.23,193,25.1,1.5,-80.67,26.81806294
1 - open,106.41,Site2_2,595886.47,5634321.74,595993,5634333,43,18,120,2,8,65,6,3300,0.01,0.01,264.1,-18.3,1.5,-78.07,107.1234265
1 - open,105.84,Site1_3,595522.53,5634212.34,595467,5634229,48,13,240,1,8,65,6,3300,0,0,106.9,-13,1.5,-72.04,57.9753094
7 - dense_urban,115.85,Site4_1,596192.35,5634069.44,596138,5634157,41,18,0,2,8,65,6,3300,0.01,0.01,148.5,2.5,1.5,-82.75,103.0566645
1 - open,75.16,Site1_1,595522.53,5634212.34,595558,5634236,47,20,0,2,8,65,6,3300,0.01,0.01,235.6,-25.8,1.5,-50.93,42.63703203
1 - open,104.79,Site3_3,595774.83,5633884.13,595721,5633869,49,17,240,3,8,65,6,3300,0.03,0.03,74.5,-38.4,1.5,-75.59,55.91588146
7 - dense_urban,106.11,Site1_2,595522.53,5634212.34,595598,5634045,43,15,146,3,8,65,6,3300,0.03,0.03,335.8,2.7,1.5,-72.51,183.57123
